M1\M2;TC = 0.03 s;SEN Auto;3;4;5;6
0.59;0.00020973;0.00023349000000000002;0.00022548;0.00026151;0.00021171000000000002;0.0002636
0.6;0.00017643;0.00021270000000000002;0.00024066000000000002;0.00025194000000000003;0.00024234;0.0003241
0.61;0.00022284000000000003;0.00020097;0.00024408000000000003;0.00022578;0.0002517;0.0002541
0.62;0.00019569000000000002;0.00018708;0.00020823;0.00020142000000000003;0.00023625000000000002;0.0002608
0.63;0.00019785;0.00020865;0.00020322;0.00018696;0.00021606000000000002;0.00029380000000000004
0.64;0.00020217;0.0001698;0.00020613;0.00022797;0.00021183;0.00025713
0.65;0.00021021;0.00023757000000000002;0.00019260000000000002;0.00019947;0.00023652000000000002;0.00025335
0.66;0.00019914;0.00019266000000000002;0.00019311;0.00020004;0.00020361000000000004;0.00023682000000000003
0.67;0.00020211;0.00018909;0.0002088;0.00021012;0.00022014;0.00022683
0.68;0.00016053;0.00018618;0.00021816;0.00022068000000000004;0.00022614;0.00024003000000000002
0.6900000000000001;0.00016077000000000002;0.00020733;0.00020004;0.00020997;0.00020787;0.00024723000000000003
0.7000000000000001;0.00014982;0.00018876000000000003;0.00021987000000000002;0.00022025999999999998;0.00022671;0.00021543000000000002
0.71;0.00014859;0.00017904;0.00021642000000000002;0.00019728;0.00017628;0.00019944000000000003
0.72;0.00019113;0.00016032;0.00017091;0.00017349000000000002;0.00018642000000000002;0.00021933000000000003
0.73;0.00016374000000000003;0.0002088;0.00020331;0.00020736;0.00021945000000000002;0.00022425
0.74;0.00018294;0.00019311;0.00017706000000000002;0.00016365;0.00016944;0.00018963
0.75;0.00019689000000000002;0.00016386;0.00016863000000000002;0.00018606;0.00018428999999999999;0.00018582
0.76;0.00021081000000000002;0.00014283;0.00020184000000000003;0.00021447000000000003;0.00021903000000000002;0.0002061
0.77;0.00018366000000000001;0.00015372;0.0002217;0.0001755;0.00017394;0.00021933000000000003
0.78;0.00017202000000000002;0.00013659000000000002;0.00018348;0.00021030000000000002;0.00017403;0.00020559000000000002
0.79;0.00015735;0.0001905;0.00017982;0.00015579;0.00018618;0.00017982
0.8;0.00015066000000000002;0.00020178000000000004;0.00019053;0.00017517;0.00020580000000000002;0.00019902000000000003
